loan_status,fico_range_low,fico_range_high,int_rate,dti,term,verification_status,grade,sub_grade,issue_d,annual_inc,purpose,default_flag,fico_mid,fico_bucket,int_rate_clean,int_rate_bucket,dti_bucket,term_numeric,issue_year
Fully Paid,670,674,1148.00%,31.13,36 months,Not Verified,B,B5,Dec-2015,52000,debt_consolidation,0,672,650-699,0.1148,10-15%,20-35%,36,2015
Fully Paid,685,689,980.00%,12.08,36 months,Source Verified,B,B3,Dec-2015,80000,debt_consolidation,0,687,650-699,0.098,<10%,0-20%,36,2015
Fully Paid,735,739,1199.00%,19.49,36 months,Not Verified,C,C1,Dec-2015,50000,credit_card,0,737,700-749,0.1199,10-15%,0-20%,36,2015
Fully Paid,755,759,532.00%,10.59,36 months,Not Verified,A,A1,Dec-2015,59000,major_purchase,0,757,750+,0.0532,<10%,0-20%,36,2015
Current,710,714,791.00%,7.9,60 months,Verified,A,A5,Dec-2015,60000,debt_consolidation,0,712,700-749,0.0791,<10%,0-20%,60,2015
Fully Paid,685,689,1199.00%,13.71,36 months,Verified,C,C1,Dec-2015,45000,debt_consolidation,0,687,650-699,0.1199,10-15%,0-20%,36,2015
Fully Paid,825,829,532.00%,2.08,36 months,Verified,A,A1,Dec-2015,99000,home_improvement,0,827,750+,0.0532,<10%,0-20%,36,2015
Charged Off,690,694,2148.00%,18.09,60 months,Not Verified,E,E5,Dec-2015,160000,other,1,692,650-699,0.2148,20%+,0-20%,60,2015
Fully Paid,680,684,849.00%,7.39,36 months,Not Verified,B,B1,Dec-2015,75000,debt_consolidation,0,682,650-699,0.0849,<10%,0-20%,36,2015
Fully Paid,670,674,1199.00%,27.52,36 months,Verified,C,C1,Dec-2015,31000,credit_card,0,672,650-699,0.1199,10-15%,20-35%,36,2015
Fully Paid,690,694,1399.00%,20.54,36 months,Verified,C,C4,Dec-2015,53000,debt_consolidation,0,692,650-699,0.1399,10-15%,20-35%,36,2015
Fully Paid,665,669,849.00%,5.14,36 months,Source Verified,B,B1,Dec-2015,525000,credit_card,0,667,650-699,0.0849,<10%,0-20%,36,2015
Charged Off,680,684,1288.00%,33.78,36 months,Not Verified,C,C2,Dec-2015,60000,debt_consolidation,1,682,650-699,0.1288,10-15%,20-35%,36,2015
Fully Paid,705,709,980.00%,14.56,36 months,Source Verified,B,B3,Dec-2015,60000,house,0,707,700-749,0.098,<10%,0-20%,36,2015
Fully Paid,750,754,917.00%,26,36 months,Not Verified,B,B2,Dec-2015,47000,debt_consolidation,0,752,750+,0.0917,<10%,20-35%,36,2015
Fully Paid,690,694,1078.00%,30.98,36 months,Verified,B,B4,Dec-2015,35000,credit_card,0,692,650-699,0.1078,10-15%,20-35%,36,2015
Fully Paid,735,739,1199.00%,36.21,36 months,Verified,C,C1,Dec-2015,35000,house,0,737,700-749,0.1199,10-15%,35-45%,36,2015
Fully Paid,675,679,1288.00%,18.5,36 months,Source Verified,C,C2,Dec-2015,55000,debt_consolidation,0,677,650-699,0.1288,10-15%,0-20%,36,2015
Fully Paid,695,699,1078.00%,17.08,36 months,Not Verified,B,B4,Dec-2015,102000,debt_consolidation,0,697,650-699,0.1078,10-15%,0-20%,36,2015
Fully Paid,685,689,1199.00%,15.19,36 months,Source Verified,C,C1,Dec-2015,50000,debt_consolidation,0,687,650-699,0.1199,10-15%,0-20%,36,2015
Fully Paid,765,769,849.00%,19.89,36 months,Not Verified,B,B1,Dec-2015,92000,debt_consolidation,0,767,750+,0.0849,<10%,0-20%,36,2015
Fully Paid,685,689,1078.00%,24.34,36 months,Source Verified,B,B4,Dec-2015,100000,vacation,0,687,650-699,0.1078,10-15%,20-35%,36,2015
Fully Paid,710,714,1199.00%,12.87,36 months,Not Verified,C,C1,Dec-2015,65000,credit_card,0,712,700-749,0.1199,10-15%,0-20%,36,2015
Fully Paid,730,734,532.00%,27.06,36 months,Not Verified,A,A1,Dec-2015,120000,debt_consolidation,0,732,700-749,0.0532,<10%,20-35%,36,2015
Current,690,694,1344.00%,15.54,60 months,Verified,C,C3,Dec-2015,40000,debt_consolidation,0,692,650-699,0.1344,10-15%,0-20%,60,2015
Fully Paid,675,679,1849.00%,26.74,60 months,Source Verified,D,D5,Dec-2015,65000,debt_consolidation,0,677,650-699,0.1849,15-20%,20-35%,60,2015
Fully Paid,710,714,1148.00%,23.43,36 months,Not Verified,B,B5,Dec-2015,95000,credit_card,0,712,700-749,0.1148,10-15%,20-35%,36,2015
Fully Paid,725,729,1399.00%,26.55,36 months,Source Verified,C,C4,Dec-2015,40000,debt_consolidation,0,727,700-749,0.1399,10-15%,20-35%,36,2015
Current,675,679,1727.00%,35.9,60 months,Not Verified,D,D3,Dec-2015,33500,credit_card,0,677,650-699,0.1727,15-20%,35-45%,60,2015
Fully Paid,690,694,1148.00%,13.76,36 months,Verified,B,B5,Dec-2015,155000,debt_consolidation,0,692,650-699,0.1148,10-15%,0-20%,36,2015
Fully Paid,710,714,649.00%,7.87,36 months,Source Verified,A,A2,Dec-2015,110000,credit_card,0,712,700-749,0.0649,<10%,0-20%,36,2015
Fully Paid,710,714,1199.00%,10.58,60 months,Not Verified,C,C1,Dec-2015,80000,credit_card,0,712,700-749,0.1199,10-15%,0-20%,60,2015
Fully Paid,690,694,1577.00%,17.94,36 months,Source Verified,D,D1,Dec-2015,55000,debt_consolidation,0,692,650-699,0.1577,15-20%,0-20%,36,2015
Fully Paid,695,699,1199.00%,8.34,36 months,Source Verified,C,C1,Dec-2015,100000,debt_consolidation,0,697,650-699,0.1199,10-15%,0-20%,36,2015
Fully Paid,695,699,849.00%,11.08,36 months,Source Verified,B,B1,Dec-2015,55000,debt_consolidation,0,697,650-699,0.0849,<10%,0-20%,36,2015
Charged Off,665,669,1577.00%,27.58,60 months,Not Verified,D,D1,Dec-2015,65000,debt_consolidation,1,667,650-699,0.1577,15-20%,20-35%,60,2015
Charged Off,710,714,1485.00%,31.65,60 months,Verified,C,C5,Dec-2015,150000,debt_consolidation,1,712,700-749,0.1485,10-15%,20-35%,60,2015
Fully Paid,680,684,1485.00%,21.79,36 months,Verified,C,C5,Dec-2015,80365,debt_consolidation,0,682,650-699,0.1485,10-15%,20-35%,36,2015
Fully Paid,740,744,749.00%,11.84,36 months,Source Verified,A,A4,Dec-2015,80000,credit_card,0,742,700-749,0.0749,<10%,0-20%,36,2015
Charged Off,675,679,1849.00%,30.27,60 months,Verified,D,D5,Dec-2015,54000,debt_consolidation,1,677,650-699,0.1849,15-20%,20-35%,60,2015
Fully Paid,750,754,699.00%,18.91,36 months,Source Verified,A,A3,Dec-2015,75000,debt_consolidation,0,752,750+,0.0699,<10%,0-20%,36,2015
Fully Paid,695,699,649.00%,18.4,36 months,Source Verified,A,A2,Dec-2015,145000,credit_card,0,697,650-699,0.0649,<10%,0-20%,36,2015
Fully Paid,680,684,791.00%,4.38,36 months,Verified,A,A5,Dec-2015,46000,credit_card,0,682,650-699,0.0791,<10%,0-20%,36,2015
Fully Paid,680,684,980.00%,19.33,36 months,Not Verified,B,B3,Dec-2015,54000,debt_consolidation,0,682,650-699,0.098,<10%,0-20%,36,2015
Fully Paid,665,669,980.00%,4.79,36 months,Source Verified,B,B3,Dec-2015,80000,debt_consolidation,0,667,650-699,0.098,<10%,0-20%,36,2015
Charged Off,665,669,849.00%,20.18,36 months,Not Verified,B,B1,Dec-2015,55000,credit_card,1,667,650-699,0.0849,<10%,20-35%,36,2015
Fully Paid,705,709,917.00%,18.6,60 months,Not Verified,B,B2,Dec-2015,100000,debt_consolidation,0,707,700-749,0.0917,<10%,0-20%,60,2015
Late (31-120 days),670,674,2148.00%,7.28,60 months,Source Verified,E,E5,Dec-2015,180000,small_business,1,672,650-699,0.2148,20%+,0-20%,60,2015
Fully Paid,690,694,1899.00%,18.56,36 months,Verified,E,E1,Dec-2015,145000,credit_card,0,692,650-699,0.1899,15-20%,0-20%,36,2015
Fully Paid,695,699,649.00%,22.17,36 months,Not Verified,A,A2,Dec-2015,80000,debt_consolidation,0,697,650-699,0.0649,<10%,20-35%,36,2015
Fully Paid,760,764,1344.00%,20.73,60 months,Not Verified,C,C3,Dec-2015,80000,home_improvement,0,762,750+,0.1344,10-15%,20-35%,60,2015
Current,695,699,1148.00%,6.34,60 months,Source Verified,B,B5,Dec-2015,200000,debt_consolidation,0,697,650-699,0.1148,10-15%,0-20%,60,2015
Fully Paid,680,684,1485.00%,23.9,60 months,Verified,C,C5,Dec-2015,93288,debt_consolidation,0,682,650-699,0.1485,10-15%,20-35%,60,2015
Fully Paid,705,709,791.00%,3.97,36 months,Source Verified,A,A5,Dec-2015,85000,debt_consolidation,0,707,700-749,0.0791,<10%,0-20%,36,2015
Charged Off,690,694,1399.00%,24.26,36 months,Verified,C,C4,Dec-2015,70000,credit_card,1,692,650-699,0.1399,10-15%,20-35%,36,2015
Fully Paid,690,694,791.00%,27.65,36 months,Source Verified,A,A5,Dec-2015,52000,debt_consolidation,0,692,650-699,0.0791,<10%,20-35%,36,2015
Charged Off,670,674,1148.00%,17.72,36 months,Not Verified,B,B5,Dec-2015,128000,other,1,672,650-699,0.1148,10-15%,0-20%,36,2015
Fully Paid,660,664,917.00%,17.11,36 months,Source Verified,B,B2,Dec-2015,39000,credit_card,0,662,650-699,0.0917,<10%,0-20%,36,2015
Fully Paid,670,674,980.00%,23.11,36 months,Source Verified,B,B3,Dec-2015,70000,credit_card,0,672,650-699,0.098,<10%,20-35%,36,2015
Fully Paid,665,669,1849.00%,14.57,36 months,Source Verified,D,D5,Dec-2015,56000,debt_consolidation,0,667,650-699,0.1849,15-20%,0-20%,36,2015
Fully Paid,695,699,532.00%,13.58,36 months,Not Verified,A,A1,Dec-2015,110000,debt_consolidation,0,697,650-699,0.0532,<10%,0-20%,36,2015
Fully Paid,765,769,917.00%,17.91,60 months,Not Verified,B,B2,Dec-2015,140000,credit_card,0,767,750+,0.0917,<10%,0-20%,60,2015
Fully Paid,670,674,1148.00%,24.98,36 months,Source Verified,B,B5,Dec-2015,110000,debt_consolidation,0,672,650-699,0.1148,10-15%,20-35%,36,2015
Current,675,679,1659.00%,32.13,60 months,Verified,D,D2,Dec-2015,125000,debt_consolidation,0,677,650-699,0.1659,15-20%,20-35%,60,2015
Fully Paid,760,764,532.00%,2.78,36 months,Source Verified,A,A1,Dec-2015,60000,debt_consolidation,0,762,750+,0.0532,<10%,0-20%,36,2015
Charged Off,725,729,699.00%,2.49,36 months,Source Verified,A,A3,Dec-2015,425000,home_improvement,1,727,700-749,0.0699,<10%,0-20%,36,2015
Current,695,699,1344.00%,16.7,60 months,Not Verified,C,C3,Dec-2015,80000,credit_card,0,697,650-699,0.1344,10-15%,0-20%,60,2015
Charged Off,675,679,917.00%,20.78,36 months,Verified,B,B2,Dec-2015,48000,debt_consolidation,1,677,650-699,0.0917,<10%,20-35%,36,2015
Fully Paid,680,684,1485.00%,23.01,36 months,Verified,C,C5,Dec-2015,90000,moving,0,682,650-699,0.1485,10-15%,20-35%,36,2015
Charged Off,660,664,1288.00%,27.69,36 months,Not Verified,C,C2,Dec-2015,27000,medical,1,662,650-699,0.1288,10-15%,20-35%,36,2015
Fully Paid,665,669,1078.00%,30.46,36 months,Not Verified,B,B4,Dec-2015,139000,credit_card,0,667,650-699,0.1078,10-15%,20-35%,36,2015
Fully Paid,695,699,980.00%,15.3,36 months,Source Verified,B,B3,Dec-2015,60000,credit_card,0,697,650-699,0.098,<10%,0-20%,36,2015
Fully Paid,660,664,849.00%,8.06,36 months,Not Verified,B,B1,Dec-2015,48000,credit_card,0,662,650-699,0.0849,<10%,0-20%,36,2015
Fully Paid,660,664,1148.00%,18.94,36 months,Verified,B,B5,Dec-2015,60000,credit_card,0,662,650-699,0.1148,10-15%,0-20%,36,2015
Charged Off,675,679,1797.00%,7.59,60 months,Not Verified,D,D4,Dec-2015,40000,debt_consolidation,1,677,650-699,0.1797,15-20%,0-20%,60,2015
Fully Paid,715,719,980.00%,27.44,36 months,Not Verified,B,B3,Dec-2015,50000,debt_consolidation,0,717,700-749,0.098,<10%,20-35%,36,2015
Current,665,669,1577.00%,25.67,60 months,Source Verified,D,D1,Dec-2015,54000,debt_consolidation,0,667,650-699,0.1577,15-20%,20-35%,60,2015
Current,680,684,1659.00%,26.31,60 months,Source Verified,D,D2,Dec-2015,42000,debt_consolidation,0,682,650-699,0.1659,15-20%,20-35%,60,2015
Current,715,719,1199.00%,23.65,60 months,Not Verified,C,C1,Dec-2015,200000,credit_card,0,717,700-749,0.1199,10-15%,20-35%,60,2015
Charged Off,690,694,1577.00%,15.92,36 months,Verified,D,D1,Dec-2015,60000,other,1,692,650-699,0.1577,15-20%,0-20%,36,2015
Fully Paid,665,669,1485.00%,13.2,36 months,Verified,C,C5,Dec-2015,91255,medical,0,667,650-699,0.1485,10-15%,0-20%,36,2015
Current,700,704,1899.00%,31.43,60 months,Source Verified,E,E1,Dec-2015,37000,debt_consolidation,0,702,700-749,0.1899,15-20%,20-35%,60,2015
Fully Paid,705,709,1797.00%,27.8,60 months,Not Verified,D,D4,Dec-2015,116000,credit_card,0,707,700-749,0.1797,15-20%,20-35%,60,2015
Fully Paid,670,674,1577.00%,7.89,60 months,Verified,D,D1,Dec-2015,87261,debt_consolidation,0,672,650-699,0.1577,15-20%,0-20%,60,2015
Fully Paid,700,704,980.00%,33.39,36 months,Not Verified,B,B3,Dec-2015,46000,home_improvement,0,702,700-749,0.098,<10%,20-35%,36,2015
Current,740,744,791.00%,15.82,60 months,Source Verified,A,A5,Dec-2015,250000,debt_consolidation,0,742,700-749,0.0791,<10%,0-20%,60,2015
Charged Off,715,719,917.00%,17.27,60 months,Source Verified,B,B2,Dec-2015,150000,credit_card,1,717,700-749,0.0917,<10%,0-20%,60,2015
Fully Paid,665,669,1199.00%,27.45,36 months,Verified,C,C1,Dec-2015,64000,home_improvement,0,667,650-699,0.1199,10-15%,20-35%,36,2015
Fully Paid,705,709,1577.00%,12.26,36 months,Not Verified,D,D1,Dec-2015,80000,debt_consolidation,0,707,700-749,0.1577,15-20%,0-20%,36,2015
Charged Off,660,664,1948.00%,19.49,36 months,Verified,E,E2,Dec-2015,50000,other,1,662,650-699,0.1948,15-20%,0-20%,36,2015
Fully Paid,695,699,1344.00%,10.28,36 months,Source Verified,C,C3,Dec-2015,60000,major_purchase,0,697,650-699,0.1344,10-15%,0-20%,36,2015
Fully Paid,675,679,917.00%,27.94,36 months,Verified,B,B2,Dec-2015,53000,debt_consolidation,0,677,650-699,0.0917,<10%,20-35%,36,2015
Fully Paid,695,699,649.00%,18.63,36 months,Verified,A,A2,Dec-2015,125000,credit_card,0,697,650-699,0.0649,<10%,0-20%,36,2015
Charged Off,660,664,1797.00%,27.02,36 months,Source Verified,D,D4,Dec-2015,65000,debt_consolidation,1,662,650-699,0.1797,15-20%,20-35%,36,2015
Fully Paid,675,679,1344.00%,16.74,36 months,Source Verified,C,C3,Dec-2015,35000,debt_consolidation,0,677,650-699,0.1344,10-15%,0-20%,36,2015
Fully Paid,700,704,1148.00%,21.78,36 months,Verified,B,B5,Dec-2015,60000,debt_consolidation,0,702,700-749,0.1148,10-15%,20-35%,36,2015
Fully Paid,685,689,1288.00%,14.01,36 months,Verified,C,C2,Dec-2015,130000,other,0,687,650-699,0.1288,10-15%,0-20%,36,2015
Charged Off,675,679,1659.00%,32.71,60 months,Not Verified,D,D2,Dec-2015,95660,home_improvement,1,677,650-699,0.1659,15-20%,20-35%,60,2015
Charged Off,660,664,1399.00%,33.48,36 months,Verified,C,C4,Dec-2015,70000,debt_consolidation,1,662,650-699,0.1399,10-15%,20-35%,36,2015
Fully Paid,665,669,1288.00%,6.45,36 months,Verified,C,C2,Dec-2015,80000,debt_consolidation,0,667,650-699,0.1288,10-15%,0-20%,36,2015
Charged Off,705,709,1577.00%,36.36,60 months,Verified,D,D1,Dec-2015,90000,debt_consolidation,1,707,700-749,0.1577,15-20%,35-45%,60,2015
Fully Paid,680,684,791.00%,24.5,36 months,Verified,A,A5,Dec-2015,65000,credit_card,0,682,650-699,0.0791,<10%,20-35%,36,2015
Fully Paid,740,744,1148.00%,26.76,36 months,Not Verified,B,B5,Dec-2015,101000,debt_consolidation,0,742,700-749,0.1148,10-15%,20-35%,36,2015
Current,725,729,980.00%,22.73,60 months,Not Verified,B,B3,Dec-2015,81000,credit_card,0,727,700-749,0.098,<10%,20-35%,60,2015
Fully Paid,685,689,1148.00%,17.08,36 months,Source Verified,B,B5,Dec-2015,250000,debt_consolidation,0,687,650-699,0.1148,10-15%,0-20%,36,2015
Fully Paid,660,664,1078.00%,13.27,36 months,Not Verified,B,B4,Dec-2015,90000,debt_consolidation,0,662,650-699,0.1078,10-15%,0-20%,36,2015
Fully Paid,695,699,1199.00%,22.14,36 months,Source Verified,C,C1,Dec-2015,80000,debt_consolidation,0,697,650-699,0.1199,10-15%,20-35%,36,2015
Fully Paid,750,754,532.00%,7.4,36 months,Not Verified,A,A1,Dec-2015,65000,credit_card,0,752,750+,0.0532,<10%,0-20%,36,2015
Fully Paid,705,709,980.00%,11.11,36 months,Not Verified,B,B3,Dec-2015,125000,home_improvement,0,707,700-749,0.098,<10%,0-20%,36,2015
Current,690,694,917.00%,21.15,60 months,Not Verified,B,B2,Dec-2015,60000,credit_card,0,692,650-699,0.0917,<10%,20-35%,60,2015
Fully Paid,725,729,980.00%,22.57,60 months,Source Verified,B,B3,Dec-2015,104000,credit_card,0,727,700-749,0.098,<10%,20-35%,60,2015
Fully Paid,730,734,1078.00%,13.72,36 months,Source Verified,B,B4,Dec-2015,130000,debt_consolidation,0,732,700-749,0.1078,10-15%,0-20%,36,2015
Fully Paid,685,689,1849.00%,27.15,36 months,Verified,D,D5,Dec-2015,57000,debt_consolidation,0,687,650-699,0.1849,15-20%,20-35%,36,2015
Fully Paid,715,719,1288.00%,23.91,60 months,Not Verified,C,C2,Dec-2015,68000,debt_consolidation,0,717,700-749,0.1288,10-15%,20-35%,60,2015
Fully Paid,740,744,649.00%,14.58,36 months,Not Verified,A,A2,Dec-2015,100000,credit_card,0,742,700-749,0.0649,<10%,0-20%,36,2015
Fully Paid,675,679,1989.00%,32.12,36 months,Source Verified,E,E3,Dec-2015,30000,home_improvement,0,677,650-699,0.1989,15-20%,20-35%,36,2015
Fully Paid,735,739,1344.00%,9.6,60 months,Not Verified,C,C3,Dec-2015,120000,home_improvement,0,737,700-749,0.1344,10-15%,0-20%,60,2015
Fully Paid,735,739,980.00%,17.03,60 months,Not Verified,B,B3,Dec-2015,62000,debt_consolidation,0,737,700-749,0.098,<10%,0-20%,60,2015
Fully Paid,680,684,1659.00%,15.22,36 months,Verified,D,D2,Dec-2015,67000,other,0,682,650-699,0.1659,15-20%,0-20%,36,2015
Fully Paid,685,689,749.00%,7.98,36 months,Source Verified,A,A4,Dec-2015,79000,debt_consolidation,0,687,650-699,0.0749,<10%,0-20%,36,2015
Fully Paid,670,674,1288.00%,13.15,36 months,Verified,C,C2,Dec-2015,78000,major_purchase,0,672,650-699,0.1288,10-15%,0-20%,36,2015
Fully Paid,660,664,1485.00%,7.63,36 months,Source Verified,C,C5,Dec-2015,25000,debt_consolidation,0,662,650-699,0.1485,10-15%,0-20%,36,2015
Fully Paid,675,679,1078.00%,18.1,36 months,Not Verified,B,B4,Dec-2015,100000,credit_card,0,677,650-699,0.1078,10-15%,0-20%,36,2015
Fully Paid,745,749,917.00%,12.56,36 months,Not Verified,B,B2,Dec-2015,60768,credit_card,0,747,700-749,0.0917,<10%,0-20%,36,2015
Fully Paid,670,674,980.00%,14.24,36 months,Verified,B,B3,Dec-2015,250000,debt_consolidation,0,672,650-699,0.098,<10%,0-20%,36,2015
Fully Paid,675,679,1199.00%,6.64,60 months,Source Verified,C,C1,Dec-2015,135000,credit_card,0,677,650-699,0.1199,10-15%,0-20%,60,2015
Late (31-120 days),685,689,1485.00%,25.17,60 months,Source Verified,C,C5,Dec-2015,80000,credit_card,1,687,650-699,0.1485,10-15%,20-35%,60,2015
Late (31-120 days),675,679,1727.00%,20.54,36 months,Not Verified,D,D3,Dec-2015,35000,debt_consolidation,1,677,650-699,0.1727,15-20%,20-35%,36,2015
Fully Paid,740,744,1288.00%,21.06,60 months,Verified,C,C2,Dec-2015,62000,credit_card,0,742,700-749,0.1288,10-15%,20-35%,60,2015
Current,715,719,1577.00%,36.83,60 months,Not Verified,D,D1,Dec-2015,65000,other,0,717,700-749,0.1577,15-20%,35-45%,60,2015
Fully Paid,670,674,1199.00%,13.61,36 months,Source Verified,C,C1,Dec-2015,68000,debt_consolidation,0,672,650-699,0.1199,10-15%,0-20%,36,2015
Fully Paid,740,744,699.00%,15.52,36 months,Source Verified,A,A3,Dec-2015,45000,debt_consolidation,0,742,700-749,0.0699,<10%,0-20%,36,2015
Fully Paid,725,729,791.00%,27.9,36 months,Verified,A,A5,Dec-2015,117000,debt_consolidation,0,727,700-749,0.0791,<10%,20-35%,36,2015
Fully Paid,700,704,1344.00%,22.51,36 months,Verified,C,C3,Dec-2015,39600,major_purchase,0,702,700-749,0.1344,10-15%,20-35%,36,2015
Charged Off,665,669,917.00%,11.76,36 months,Not Verified,B,B2,Dec-2015,90000,debt_consolidation,1,667,650-699,0.0917,<10%,0-20%,36,2015
Fully Paid,665,669,1288.00%,16,36 months,Source Verified,C,C2,Dec-2015,54000,credit_card,0,667,650-699,0.1288,10-15%,0-20%,36,2015
Charged Off,760,764,1399.00%,30.67,36 months,Source Verified,C,C4,Dec-2015,30600,other,1,762,750+,0.1399,10-15%,20-35%,36,2015
Charged Off,720,724,1655.00%,24.62,60 months,Source Verified,D,D2,Dec-2015,49872.95,debt_consolidation,1,722,700-749,0.1655,15-20%,20-35%,60,2015
Fully Paid,700,704,1148.00%,19.56,36 months,Verified,B,B5,Dec-2015,220000,debt_consolidation,0,702,700-749,0.1148,10-15%,0-20%,36,2015
Fully Paid,755,759,532.00%,14.77,36 months,Not Verified,A,A1,Dec-2015,74000,debt_consolidation,0,757,750+,0.0532,<10%,0-20%,36,2015
Fully Paid,760,764,1727.00%,27.78,60 months,Not Verified,D,D3,Dec-2015,81360,debt_consolidation,0,762,750+,0.1727,15-20%,20-35%,60,2015
Charged Off,675,679,2313.00%,28.61,60 months,Not Verified,F,F2,Dec-2015,50000,debt_consolidation,1,677,650-699,0.2313,20%+,20-35%,60,2015
Current,685,689,1078.00%,19.9,60 months,Not Verified,B,B4,Dec-2015,58000,debt_consolidation,0,687,650-699,0.1078,10-15%,0-20%,60,2015
Fully Paid,750,754,917.00%,23.98,36 months,Verified,B,B2,Dec-2015,123000,credit_card,0,752,750+,0.0917,<10%,20-35%,36,2015
Fully Paid,735,739,1078.00%,25.5,60 months,Not Verified,B,B4,Dec-2015,60000,credit_card,0,737,700-749,0.1078,10-15%,20-35%,60,2015
Charged Off,710,714,1399.00%,18.41,36 months,Not Verified,C,C4,Dec-2015,65000,other,1,712,700-749,0.1399,10-15%,0-20%,36,2015
Fully Paid,725,729,980.00%,30.34,36 months,Verified,B,B3,Dec-2015,34180,debt_consolidation,0,727,700-749,0.098,<10%,20-35%,36,2015
Fully Paid,680,684,1078.00%,18.12,36 months,Verified,B,B4,Dec-2015,65631.9,debt_consolidation,0,682,650-699,0.1078,10-15%,0-20%,36,2015
Fully Paid,780,784,532.00%,21.02,36 months,Not Verified,A,A1,Dec-2015,72000,debt_consolidation,0,782,750+,0.0532,<10%,20-35%,36,2015
Current,680,684,1399.00%,18.65,60 months,Not Verified,C,C4,Dec-2015,62000,credit_card,0,682,650-699,0.1399,10-15%,0-20%,60,2015
Fully Paid,705,709,791.00%,11.5,36 months,Not Verified,A,A5,Dec-2015,53000,credit_card,0,707,700-749,0.0791,<10%,0-20%,36,2015
Fully Paid,720,724,1797.00%,25.75,36 months,Source Verified,D,D4,Dec-2015,24000,debt_consolidation,0,722,700-749,0.1797,15-20%,20-35%,36,2015
Current,715,719,1199.00%,24.7,60 months,Not Verified,C,C1,Dec-2015,63000,credit_card,0,717,700-749,0.1199,10-15%,20-35%,60,2015
Fully Paid,660,664,917.00%,15.39,36 months,Verified,B,B2,Dec-2015,65000,debt_consolidation,0,662,650-699,0.0917,<10%,0-20%,36,2015
Fully Paid,660,664,980.00%,17.01,36 months,Source Verified,B,B3,Dec-2015,104000,debt_consolidation,0,662,650-699,0.098,<10%,0-20%,36,2015
Fully Paid,730,734,1485.00%,4.29,60 months,Source Verified,C,C5,Dec-2015,333600,small_business,0,732,700-749,0.1485,10-15%,0-20%,60,2015
Fully Paid,670,674,1344.00%,7.99,36 months,Verified,C,C3,Dec-2015,46000,debt_consolidation,0,672,650-699,0.1344,10-15%,0-20%,36,2015
Fully Paid,690,694,980.00%,11.61,36 months,Not Verified,B,B3,Dec-2015,54000,debt_consolidation,0,692,650-699,0.098,<10%,0-20%,36,2015
Fully Paid,690,694,1727.00%,31.1,36 months,Verified,D,D3,Dec-2015,100000,other,0,692,650-699,0.1727,15-20%,20-35%,36,2015
